,source,target,delta_time,line_name
27,Długołęka - Parkowa/skrzy.,Szczodre - Trzebnicka (na wys. nr 3a),1.0,941
28,Szczodre - Trzebnicka (na wys. nr 3a),Szczodre - Trzebnicka,1.0,941
29,Szczodre - Trzebnicka,Szczodre - pętla,2.0,941
1,KARŁOWICE,Broniewskiego,2.0,142
2,Broniewskiego,Bałtycka,2.0,142
3,Bałtycka,Bezpieczna,2.0,142
4,Bezpieczna,Różanka,1.0,142
5,Różanka,Łużycka,1.0,142
6,Łużycka,Serbska (C.K. Agora),1.0,142
7,Serbska (C.K. Agora),most Osobowicki,2.0,142
8,most Osobowicki,Kleczkowska,3.0,142
9,Kleczkowska,pl. Strzelecki,1.0,142
10,pl. Strzelecki,Pomorska,2.0,142
11,Pomorska,Pomorska,1.0,142
12,Pomorska,Mosty Pomorskie,1.0,142
13,Mosty Pomorskie,Rynek,2.0,142
14,Rynek,PL. JANA PAWŁA II,3.0,142
15,PL. JANA PAWŁA II,Młodych Techników,2.0,142
16,Młodych Techników,Strzegomska (Muzeum Współczesne),2.0,142
17,Strzegomska (Muzeum Współczesne),Śrubowa,2.0,142
18,Śrubowa,Wrocławski Park Przemysłowy,1.0,142
19,Wrocławski Park Przemysłowy,Dolnośląska Szkoła Wyższa,2.0,142
20,Dolnośląska Szkoła Wyższa,Fabryczna,2.0,142
21,Fabryczna,Otyńska,2.0,142
22,Otyńska,Strzegomska 148,2.0,142
23,Strzegomska 148,Nowodworska,2.0,142
24,Nowodworska,Nowy Dwór,2.0,142
25,Nowy Dwór,Chociebuska,3.0,142
26,Chociebuska,Nowy Dwór (Rogowska),1.0,142
27,Nowy Dwór (Rogowska),Zemska,2.0,142
28,Zemska,Nowy Dwór (Stacja kolejowa),2.0,142
29,Nowy Dwór (Stacja kolejowa),Hermanowska,2.0,142
30,Hermanowska,KUŹNIKI,1.0,142
1,OSOBOWICE,OSOBOWICKA (Cmentarz),2.0,714
2,OSOBOWICKA (Cmentarz),OSOBOWICKA (Cmentarz II),1.0,714
3,OSOBOWICKA (Cmentarz II),Serbska (C.K. Agora),2.0,714
4,Serbska (C.K. Agora),most Osobowicki,2.0,714
5,most Osobowicki,Kleczkowska,3.0,714
6,Kleczkowska,pl. Strzelecki,1.0,714
7,pl. Strzelecki,PL. STASZICA,2.0,714
8,PL. STASZICA,DWORZEC NADODRZE,1.0,714
1,PL. GRUNWALDZKI,Bujwida,2.0,121
2,Bujwida,Kochanowskiego,2.0,121
3,Kochanowskiego,Śniadeckich,2.0,121
4,Śniadeckich,Zacisze,2.0,121
5,Zacisze,Kwidzyńska,2.0,121
6,Kwidzyńska,Brücknera,2.0,121
7,Brücknera,C.H. Korona,2.0,121
8,C.H. Korona,Zielna,2.0,121
9,Zielna,Psie Pole,1.0,121
10,Psie Pole,Psie Pole (Rondo Lotników Polskich),2.0,121
11,Psie Pole (Rondo Lotników Polskich),MULICKA,1.0,121
12,MULICKA,Gorlicka,1.0,121
13,Gorlicka,Szewczenki,1.0,121
14,Szewczenki,Inflancka,1.0,121
15,Inflancka,Kowieńska,1.0,121
16,Kowieńska,Żmudzka,1.0,121
17,Żmudzka,Żmudzka,1.0,121
18,Żmudzka,Kiełczowska (Cmentarz),1.0,121
1,KOZANÓW,Dzielna,1.0,126
2,Dzielna,Wiślańska,1.0,126
3,Wiślańska,Kolista,2.0,126
4,Kolista,DH Astra,6.0,126
5,DH Astra,Park Zachodni,1.0,126
6,Park Zachodni,Szybowcowa,2.0,126
7,Szybowcowa,Bulwar Dedala,1.0,126
8,Bulwar Dedala,Bystrzycka,1.0,126
9,Bystrzycka,KUŹNIKI (Stacja kolejowa),1.0,126
10,KUŹNIKI (Stacja kolejowa),KUŹNIKI,2.0,126
11,KUŹNIKI,Hermanowska,1.0,126
12,Hermanowska,Chociebuska,3.0,126
13,Chociebuska,Nowy Dwór,1.0,126
14,Nowy Dwór,Nowodworska,2.0,126
15,Nowodworska,Szkocka,2.0,126
16,Szkocka,Wrocławski Park Technologiczny,2.0,126
17,Wrocławski Park Technologiczny,ROD Oświata,3.0,126
18,ROD Oświata,FAT,6.0,126
19,FAT,Hutmen,1.0,126
20,Hutmen,Bzowa (Centrum Zajezdnia),2.0,126
21,Bzowa (Centrum Zajezdnia),pl. Srebrny,1.0,126
22,pl. Srebrny,Stalowa,1.0,126
23,Stalowa,Pereca,1.0,126
24,Pereca,Grabiszyńska,2.0,126
25,Grabiszyńska,Zaporoska,2.0,126
26,Zaporoska,Rondo,2.0,126
27,Rondo,Hallera,4.0,126
28,Hallera,Racławicka (szkoła),2.0,126
29,Racławicka (szkoła),Modlińska,2.0,126
30,Modlińska,Wawrzyniaka,3.0,126
31,Wawrzyniaka,Chłodna,1.0,126
32,Chłodna,Sowia,1.0,126
33,Sowia,KRZYKI,3.0,126
34,KRZYKI,PARK POŁUDNIOWY,3.0,126
35,PARK POŁUDNIOWY,Wyścigowa,2.0,126
36,Wyścigowa,Wojszycka,1.0,126
1,SOŁTYSOWICE,Bagatela,1.0,119
2,Bagatela,Redycka,1.0,119
3,Redycka,Poprzeczna,2.0,119
4,Poprzeczna,Sołtysowicka,1.0,119
5,Sołtysowicka,Koszarowa,1.0,119
6,Koszarowa,KOSZAROWA (Szpital),2.0,119
7,KOSZAROWA (Szpital),pl. Daniłowskiego,3.0,119
8,pl. Daniłowskiego,Kasprowicza,1.0,119
9,Kasprowicza,Syrokomli,2.0,119
10,Syrokomli,Pola,1.0,119
11,Pola,Broniewskiego,4.0,119
12,Broniewskiego,Bałtycka,2.0,119
13,Bałtycka,Bezpieczna,2.0,119
14,Bezpieczna,Różanka,1.0,119
15,Różanka,Łużycka,1.0,119
16,Łużycka,OSOBOWICKA (Cmentarz II),2.0,119
17,OSOBOWICKA (Cmentarz II),OSOBOWICKA (Cmentarz),1.0,119
18,OSOBOWICKA (Cmentarz),most Milenijny,2.0,119
19,most Milenijny,Hala Orbita,2.0,119
20,Hala Orbita,Wejherowska,5.0,119
21,Wejherowska,Kwiska,2.0,119
22,Kwiska,Na Ostatnim Groszu,3.0,119
23,Na Ostatnim Groszu,Gądowianka,2.0,119
24,Gądowianka,Nowodworska,4.0,119
25,Nowodworska,Nowy Dwór,2.0,119
26,Nowy Dwór,Rogowska,2.0,119
27,Rogowska,MIŃSKA (Rondo Rotm. Pileckiego),4.0,119
28,MIŃSKA (Rondo Rotm. Pileckiego),Tyrmanda,2.0,119
29,Tyrmanda,Zagony,1.0,119
30,Zagony,Muchobór Wielki,2.0,119
31,Muchobór Wielki,Stanisławowska (W.K. Formaty),3.0,119
32,Stanisławowska (W.K. Formaty),Trawowa,2.0,119
33,Trawowa,Krzemieniecka,1.0,119
34,Krzemieniecka,Końcowa,1.0,119
35,Końcowa,Ostrowskiego,2.0,119
36,Ostrowskiego,FAT,4.0,119
37,FAT,Aleja Pracy,2.0,119
38,Aleja Pracy,Ojca Beyzyma,1.0,119
39,Ojca Beyzyma,Aleja Wędrowców,1.0,119
40,Aleja Wędrowców,Ślusarska,1.0,119
41,Ślusarska,BLACHARSKA,2.0,119
1,GALERIA DOMINIKAŃSKA,GALERIA DOMINIKAŃSKA,4.0,110
2,GALERIA DOMINIKAŃSKA,Wzgórze Partyzantów,2.0,110
3,Wzgórze Partyzantów,DWORZEC GŁÓWNY,3.0,110
4,DWORZEC GŁÓWNY,DWORZEC GŁÓWNY,1.0,110
5,DWORZEC GŁÓWNY,DWORZEC AUTOBUSOWY,5.0,110
6,DWORZEC AUTOBUSOWY,Hubska (Dawida),3.0,110
7,Hubska (Dawida),Prudnicka,2.0,110
8,Prudnicka,Kamienna,2.0,110
9,Kamienna,Bardzka,2.0,110
10,Bardzka,Krynicka,1.0,110
11,Krynicka,Morwowa,2.0,110
12,Morwowa,BARDZKA (Cmentarz),1.0,110
13,BARDZKA (Cmentarz),Buforowa-Rondo,2.0,110
14,Buforowa-Rondo,Konduktorska,1.0,110
15,Konduktorska,Malinowskiego,1.0,110
16,Malinowskiego,Jagodzińska,1.0,110
17,Jagodzińska,Kajdasza,1.0,110
18,Kajdasza,Vivaldiego,2.0,110
19,Vivaldiego,Iwiny - rondo,2.0,110
1,KRZYKI,PARK POŁUDNIOWY,3.0,913
2,PARK POŁUDNIOWY,Wyścigowa,2.0,913
3,Wyścigowa,Malinowa,1.0,913
4,Malinowa,Ożynowa,1.0,913
5,Ożynowa,rondo Św. Ojca Pio,2.0,913
6,rondo Św. Ojca Pio,Wysoka - osiedle,2.0,913
7,Wysoka - osiedle,Wysoka - Radosna,1.0,913
8,Wysoka - Radosna,Wysoka - Chabrowa,1.0,913
9,Wysoka - Chabrowa,Wysoka,1.0,913
10,Wysoka,Wysoka - Lipowa,0.0,913
11,Wysoka - Lipowa,Karwiany - skrzy. (Wrocławska/Majowa),4.0,913
12,Karwiany - skrzy. (Wrocławska/Majowa),Komorowice,2.0,913
13,Komorowice,Szukalice,3.0,913
14,Szukalice,Szukalice,0.0,913
15,Szukalice,Rzeplin - Al. Lipowa ,2.0,913
16,Rzeplin - Al. Lipowa ,Żórawina - Wrocławska,5.0,913
17,Żórawina - Wrocławska,Żórawina - skrzy. Niepodległości,2.0,913
18,Żórawina - skrzy. Niepodległości,Żórawina - Niepodległości (Mostek),1.0,913
1,LEŚNICA,RUBCZAKA (Stacja kolejowa),1.0,117
2,RUBCZAKA (Stacja kolejowa),Rubczaka,1.0,117
3,Rubczaka,Serowarska,2.0,117
4,Serowarska,Trzmielowicka,1.0,117
5,Trzmielowicka,Pustecka,1.0,117
6,Pustecka,Miodowa,2.0,117
7,Miodowa,Szkolna,1.0,117
8,Szkolna,Ratyń - skrzyżowanie,1.0,117
9,Ratyń - skrzyżowanie,Ratyń - skrzyżowanie,0.0,117
10,Ratyń - skrzyżowanie,Gromadzka,1.0,117
11,Gromadzka,RATYŃ,1.0,117
1,ZAKRZÓW,Przedwiośnie (Stacja kolejowa),1.0,128
2,Przedwiośnie (Stacja kolejowa),Wallenroda,1.0,128
3,Wallenroda,Zakrzowska,1.0,128
4,Zakrzowska,Psie Pole (Rondo Lotników Polskich),2.0,128
5,Psie Pole (Rondo Lotników Polskich),Psie Pole,1.0,128
6,Psie Pole,Zielna,1.0,128
7,Zielna,C.H. Korona,2.0,128
8,C.H. Korona,C.H. Korona,1.0,128
9,C.H. Korona,Brücknera,2.0,128
10,Brücknera,Grudziądzka,1.0,128
11,Grudziądzka,Kromera (Czajkowskiego),2.0,128
12,Kromera (Czajkowskiego),KROMERA,3.0,128
13,KROMERA,Mosty Warszawskie,2.0,128
14,Mosty Warszawskie,Wyszyńskiego,2.0,128
15,Wyszyńskiego,Ogród Botaniczny,3.0,128
16,Ogród Botaniczny,Świętokrzyska,2.0,128
17,Świętokrzyska,pl. Bema,2.0,128
18,pl. Bema,Dubois,5.0,128
19,Dubois,Pomorska,2.0,128
20,Pomorska,Dmowskiego,2.0,128
21,Dmowskiego,Długa,2.0,128
22,Długa,Poznańska,1.0,128
23,Poznańska,DŁUGA (Politechnika),1.0,128
24,DŁUGA (Politechnika),POPOWICE (Stacja kolejowa),2.0,128
25,POPOWICE (Stacja kolejowa),Popowice,2.0,128
26,Popowice,Rysia,2.0,128
27,Rysia,Wejherowska,3.0,128
28,Wejherowska,Kwiska,2.0,128
29,Kwiska,Na Ostatnim Groszu,3.0,128
30,Na Ostatnim Groszu,Orlińskiego,1.0,128
31,Orlińskiego,Drzewieckiego,1.0,128
32,Drzewieckiego,Hynka,2.0,128
33,Hynka,Bystrzycka,2.0,128
34,Bystrzycka,KUŹNIKI (Stacja kolejowa),1.0,128
35,KUŹNIKI (Stacja kolejowa),METALOWCÓW (Ośrodek sportu),1.0,128
36,METALOWCÓW (Ośrodek sportu),Metalowców,1.0,128
37,Metalowców,PILCZYCE,3.0,128
38,PILCZYCE,PILCZYCE,1.0,128
1,GALERIA DOMINIKAŃSKA,Ogród Botaniczny,7.0,914
2,Ogród Botaniczny,Wyszyńskiego,2.0,914
3,Wyszyńskiego,KROMERA,4.0,914
4,KROMERA,Grudziądzka,3.0,914
5,Grudziądzka,Brücknera,3.0,914
6,Brücknera,C.H. Korona,2.0,914
7,C.H. Korona,Psie Pole,3.0,914
8,Psie Pole,Psie Pole (Rondo Lotników Polskich),2.0,914
9,Psie Pole (Rondo Lotników Polskich),PSIE POLE (Stacja kolejowa),1.0,914
10,PSIE POLE (Stacja kolejowa),Dobroszycka,1.0,914
11,Dobroszycka,Bierutowska 65,1.0,914
12,Bierutowska 65,Bierutowska,1.0,914
13,Bierutowska,Bierutowska 75,1.0,914
14,Bierutowska 75,BIERUTOWSKA (Wiadukt),1.0,914
15,BIERUTOWSKA (Wiadukt),Mirków - Sportowa,2.0,914
16,Mirków - Sportowa,Mirków - Jagiellońska,2.0,914
17,Mirków - Jagiellońska,Długołęka - Wiejska,5.0,914
18,Długołęka - Wiejska,Długołęka - Kasztanowa,2.0,914
19,Długołęka - Kasztanowa,Długołęka - Parkowa/skrzy.,2.0,914
20,Długołęka - Parkowa/skrzy.,Szczodre - Trzebnicka (na wys. nr 3a),1.0,914
21,Szczodre - Trzebnicka (na wys. nr 3a),Szczodre - Trzebnicka,1.0,914
22,Szczodre - Trzebnicka,Szczodre - pętla,2.0,914
23,Szczodre - pętla,Domaszczyn - Wrocławska sklep,2.0,914
24,Domaszczyn - Wrocławska sklep,Domaszczyn - Kościół,1.0,914
25,Domaszczyn - Kościół,Domaszczyn - Wrocławska Skrzyżowanie,2.0,914
26,Domaszczyn - Wrocławska Skrzyżowanie,Domaszczyn - Stawowa,1.0,914
27,Domaszczyn - Stawowa,Pruszowice,2.0,914
1,Brzezinka Średzka - PKP,Gosławice - przejazd PKP,2.0,940
2,Gosławice - przejazd PKP,Prężyce przy posesji nr 22,3.0,940
3,Prężyce przy posesji nr 22,Lenartowice przy posesji nr 11a,3.0,940
4,Lenartowice przy posesji nr 11a,Księginice - skrzyż. Warzyna,5.0,940
5,Księginice - skrzyż. Warzyna,Białków,6.0,940
6,Białków,Klęka,3.0,940
7,Klęka,Miękinia - Urząd Gminy,5.0,940
8,Miękinia - Urząd Gminy,Miękinia - stacja PKP,2.0,940
9,Miękinia - stacja PKP,Miękinia - Urząd Gminy,2.0,940
10,Miękinia - Urząd Gminy,Mrozów - Wyzwolenia,8.0,940
11,Mrozów - Wyzwolenia,Wojnowice - Główna,3.0,940
12,Wojnowice - Główna,Wilkostów,3.0,940
13,Wilkostów,Czerna,3.0,940
1,TARNOGAJ,Złotostocka,1.0,143
2,Złotostocka,GAJ - pętla,3.0,143
3,GAJ - pętla,Świeradowska,2.0,143
4,Świeradowska,GAJ,2.0,143
5,GAJ,Działkowa,2.0,143
6,Działkowa,ROD Bajki,3.0,143
7,ROD Bajki,Śliczna,1.0,143
8,Śliczna,Uniwersytet Ekonomiczny,4.0,143
9,Uniwersytet Ekonomiczny,Drukarska,2.0,143
10,Drukarska,Hallera,7.0,143
11,Hallera,Racławicka (szkoła),2.0,143
12,Racławicka (szkoła),Modlińska,2.0,143
13,Modlińska,Rymarska,1.0,143
14,Rymarska,RACŁAWICKA,1.0,143
15,RACŁAWICKA,Bukowskiego,1.0,143
16,Bukowskiego,Stanki,1.0,143
17,Stanki,Kadłubka,1.0,143
18,Kadłubka,Wiejska,1.0,143
19,Wiejska,Solskiego,2.0,143
20,Solskiego,OPORÓW,1.0,143
21,OPORÓW,GRABISZYŃSKA (Cmentarz),3.0,143
22,GRABISZYŃSKA (Cmentarz),Fiołkowa,1.0,143
23,Fiołkowa,FAT,3.0,143
24,FAT,ROD Oświata,2.0,143
25,ROD Oświata,Wrocławski Park Technologiczny,1.0,143
26,Wrocławski Park Technologiczny,Szkocka,2.0,143
27,Szkocka,Gądowianka,2.0,143
28,Gądowianka,Na Ostatnim Groszu,2.0,143
29,Na Ostatnim Groszu,Kwiska,3.0,143
30,Kwiska,Wejherowska,3.0,143
31,Wejherowska,Hala Orbita,2.0,143
32,Hala Orbita,most Milenijny,1.0,143
33,most Milenijny,Obornicka (Obwodnica),4.0,143
34,Obornicka (Obwodnica),Ostowa (Muzeum Militarne),2.0,143
35,Ostowa (Muzeum Militarne),Pełczyńska (Stacja kolejowa),1.0,143
36,Pełczyńska (Stacja kolejowa),Kominiarska,1.0,143
37,Kominiarska,Lipa Piotrowska,1.0,143
38,Lipa Piotrowska,Tymiankowa,1.0,143
39,Tymiankowa,Cynamonowa,1.0,143
40,Cynamonowa,Waniliowa,1.0,143
41,Waniliowa,KMINKOWA,2.0,143
1,OPORÓW,OPORÓW,1.0,947
2,OPORÓW,Solskiego,1.0,947
3,Solskiego,Wiejska,1.0,947
4,Wiejska,Jordanowska,2.0,947
5,Jordanowska,Mokronos Dolny - Parkowa/Stawowa,3.0,947
6,Mokronos Dolny - Parkowa/Stawowa,Mokronos Dolny - Stawowa/Szczęśliwa,1.0,947
7,Mokronos Dolny - Stawowa/Szczęśliwa,Mokronos Górny - Wrocławska/Gwarna,3.0,947
8,Mokronos Górny - Wrocławska/Gwarna,Smolec - Wrocławska,3.0,947
9,Smolec - Wrocławska,Smolec - Lipowa/pętla,1.0,947
1,Starościńska,Ługowa,1.0,144
2,Ługowa,Kątowa,1.0,144
3,Kątowa,Milicka,1.0,144
4,Milicka,Kamieńskiego (Szpital),1.0,144
5,Kamieńskiego (Szpital),Jutrosińska,1.0,144
6,Jutrosińska,Gąsiorowskiego,1.0,144
7,Gąsiorowskiego,Mochnackiego,1.0,144
8,Mochnackiego,Kamieńskiego,2.0,144
9,Kamieńskiego,Broniewskiego,2.0,144
10,Broniewskiego,Trzebnicka,3.0,144
11,Trzebnicka,DWORZEC NADODRZE,2.0,144
12,DWORZEC NADODRZE,Paulińska,2.0,144
13,Paulińska,Dubois,3.0,144
14,Dubois,Pomorska,2.0,144
15,Pomorska,Dmowskiego,2.0,144
16,Dmowskiego,PL. JANA PAWŁA II,3.0,144
17,PL. JANA PAWŁA II,pl. Orląt Lwowskich,2.0,144
18,pl. Orląt Lwowskich,pl. Legionów,2.0,144
19,pl. Legionów,Piłsudskiego,2.0,144
20,Piłsudskiego,Zielińskiego,3.0,144
21,Zielińskiego,Zaporoska,2.0,144
22,Zaporoska,Krucza,1.0,144
23,Krucza,Gajowicka,2.0,144
24,Gajowicka,Hallera,4.0,144
25,Hallera,Sudecka,2.0,144
26,Sudecka,Jarzębinowa,1.0,144
27,Jarzębinowa,Skierniewicka,1.0,144
28,Skierniewicka,Wyścigowa,3.0,144
29,Wyścigowa,Malinowa,1.0,144
30,Malinowa,Ożynowa,1.0,144
31,Ożynowa,rondo Św. Ojca Pio,3.0,144
32,rondo Św. Ojca Pio,ZWYCIĘSKA,1.0,144
1,RĘDZIN,Las Osobowicki,4.0,257
2,Las Osobowicki,Lipska,2.0,257
3,Lipska,Jarocińska,1.0,257
4,Jarocińska,OSOBOWICE,2.0,257
5,OSOBOWICE,OSOBOWICKA (Cmentarz),2.0,257
6,OSOBOWICKA (Cmentarz),OSOBOWICKA (Cmentarz II),1.0,257
7,OSOBOWICKA (Cmentarz II),Łużycka,2.0,257
8,Łużycka,Różanka,2.0,257
9,Różanka,Bezpieczna,2.0,257
10,Bezpieczna,Bałtycka (szkoła),2.0,257
11,Bałtycka (szkoła),Bałtycka,1.0,257
12,Bałtycka,Kleczkowska,3.0,257
13,Kleczkowska,pl. Strzelecki,1.0,257
14,pl. Strzelecki,Pomorska,2.0,257
15,Pomorska,Pomorska,1.0,257
16,Pomorska,Mosty Pomorskie,1.0,257
17,Mosty Pomorskie,Rynek,2.0,257
18,Rynek,Rynek,2.0,257
19,Rynek,Narodowe Forum Muzyki,1.0,257
20,Narodowe Forum Muzyki,Renoma,2.0,257
21,Renoma,DWORZEC GŁÓWNY,3.0,257
22,DWORZEC GŁÓWNY,DWORZEC GŁÓWNY,1.0,257
23,DWORZEC GŁÓWNY,DWORZEC AUTOBUSOWY,3.0,257
24,DWORZEC AUTOBUSOWY,Dyrekcyjna,2.0,257
25,Dyrekcyjna,PETRUSEWICZA,1.0,257
26,PETRUSEWICZA,DWORZEC AUTOBUSOWY,3.0,257
27,DWORZEC AUTOBUSOWY,EPI,2.0,257
28,EPI,Zaolziańska,1.0,257
29,Zaolziańska,Wielka,2.0,257
30,Wielka,Rondo,1.0,257
31,Rondo,Sztabowa,1.0,257
32,Sztabowa,Hallera,1.0,257
33,Hallera,Gajowicka,2.0,257
34,Gajowicka,Mielecka,1.0,257
35,Mielecka,Ojca Beyzyma,2.0,257
36,Ojca Beyzyma,Aleja Pracy,2.0,257
37,Aleja Pracy,FAT,6.0,257
38,FAT,GRABISZYŃSKA (Cmentarz),2.0,257
39,GRABISZYŃSKA (Cmentarz),GRABISZYŃSKA (Cmentarz II),1.0,257
40,GRABISZYŃSKA (Cmentarz II),OPORÓW,1.0,257
1,DWORZEC GŁÓWNY,Kościuszki,3.0,250
2,Kościuszki,Komuny Paryskiej,1.0,250
3,Komuny Paryskiej,pl. Wróblewskiego,2.0,250
4,pl. Wróblewskiego,Urząd Wojewódzki (Impart),2.0,250
5,Urząd Wojewódzki (Impart),PL. GRUNWALDZKI,3.0,250
6,PL. GRUNWALDZKI,Piastowska,1.0,250
7,Piastowska,Prusa,2.0,250
8,Prusa,Wyszyńskiego,1.0,250
9,Wyszyńskiego,Nowowiejska,2.0,250
10,Nowowiejska,Słowiańska,2.0,250
11,Słowiańska,DWORZEC NADODRZE,2.0,250
12,DWORZEC NADODRZE,Paulińska,2.0,250
13,Paulińska,Dubois,3.0,250
14,Dubois,Pomorska,2.0,250
15,Pomorska,Dmowskiego,2.0,250
16,Dmowskiego,PL. JANA PAWŁA II,3.0,250
17,PL. JANA PAWŁA II,pl. Orląt Lwowskich,2.0,250
18,pl. Orląt Lwowskich,pl. Legionów,2.0,250
19,pl. Legionów,Arkady (Capitol),2.0,250
20,Arkady (Capitol),EPI,2.0,250
21,EPI,DWORZEC GŁÓWNY,3.0,250
1,PETRUSEWICZA,DWORZEC AUTOBUSOWY,4.0,000n
2,DWORZEC AUTOBUSOWY,DWORZEC GŁÓWNY,3.0,000n
3,DWORZEC GŁÓWNY,GALERIA DOMINIKAŃSKA,5.0,000n
4,GALERIA DOMINIKAŃSKA,Urząd Wojewódzki (Muzeum Narodowe),4.0,000n
5,Urząd Wojewódzki (Muzeum Narodowe),Katedra,2.0,000n
6,Katedra,Ogród Botaniczny,2.0,000n
7,Ogród Botaniczny,Wyszyńskiego,2.0,000n
8,Wyszyńskiego,Damrota,1.0,000n
9,Damrota,KROMERA,4.0,000n
10,KROMERA,Kromera (Czajkowskiego),2.0,000n
11,Kromera (Czajkowskiego),Grudziądzka,1.0,000n
12,Grudziądzka,Brücknera,3.0,000n
13,Brücknera,Psie Pole,5.0,000n
14,Psie Pole,Psie Pole (Rondo Lotników Polskich),2.0,000n
15,Psie Pole (Rondo Lotników Polskich),KIEŁCZOWSKA (LZN),2.0,000n
16,KIEŁCZOWSKA (LZN),Poleska,1.0,000n
17,Poleska,Kiełczowska,1.0,000n
18,Kiełczowska,Żmudzka,1.0,000n
19,Żmudzka,Kowieńska,1.0,000n
20,Kowieńska,Inflancka,1.0,000n
21,Inflancka,LITEWSKA,1.0,000n
1,ZWYCIĘSKA,rondo Św. Ojca Pio,4.0,259
2,rondo Św. Ojca Pio,Ożynowa,1.0,259
3,Ożynowa,Malinowa,1.0,259
4,Malinowa,Wyścigowa,2.0,259
5,Wyścigowa,Pułtuska,2.0,259
6,Pułtuska,Weigla (Szpital),1.0,259
7,Weigla (Szpital),Jaworowa,2.0,259
8,Jaworowa,Wiśniowa,1.0,259
9,Wiśniowa,Uniwersytet Ekonomiczny,2.0,259
10,Uniwersytet Ekonomiczny,PETRUSEWICZA,1.0,259
11,PETRUSEWICZA,DWORZEC AUTOBUSOWY,4.0,259
12,DWORZEC AUTOBUSOWY,DWORZEC GŁÓWNY,3.0,259
13,DWORZEC GŁÓWNY,Wzgórze Partyzantów,2.0,259
14,Wzgórze Partyzantów,GALERIA DOMINIKAŃSKA,2.0,259
15,GALERIA DOMINIKAŃSKA,Hala Targowa,2.0,259
16,Hala Targowa,Dubois,3.0,259
17,Dubois,pl. Bema,3.0,259
18,pl. Bema,Ogród Botaniczny,2.0,259
19,Ogród Botaniczny,Górnickiego,1.0,259
20,Górnickiego,Piastowska,1.0,259
21,Piastowska,PL. GRUNWALDZKI,3.0,259
22,PL. GRUNWALDZKI,Kochanowskiego,3.0,259
23,Kochanowskiego,Śniadeckich,2.0,259
24,Śniadeckich,Moniuszki,2.0,259
25,Moniuszki,Stadion Olimpijski,1.0,259
26,Stadion Olimpijski,8 Maja,2.0,259
27,8 Maja,Godebskiego (AWF Wrocław),1.0,259
28,Godebskiego (AWF Wrocław),SĘPOLNO,1.0,259
29,SĘPOLNO,Monopolowa,2.0,259
30,Monopolowa,Kolumba,1.0,259
31,Kolumba,Magellana,1.0,259
32,Magellana,Swojczyce,2.0,259
33,Swojczyce,Mikołowska,2.0,259
34,Mikołowska,Niedziałkowskiego,1.0,259
35,Niedziałkowskiego,Zagrodnicza,1.0,259
36,Zagrodnicza,Kmieca,1.0,259
37,Kmieca,Smocza,1.0,259
38,Smocza,Strumykowa,1.0,259
39,Strumykowa,Wojnów,1.0,259
40,Wojnów,WOJNÓW (pętla),1.0,259
1,Dworzec Główny (Stawowa),Hallera,9.0,602
2,Hallera,KRZYKI,3.0,602
3,KRZYKI,Partynice (tor wyścigów konnych),4.0,602
4,Partynice (tor wyścigów konnych),Biskupice Podg. LG Electronics,17.0,602
5,Biskupice Podg. LG Electronics,Biskupice Podg. LG Energy Solution Wr. I,4.0,602
6,Biskupice Podg. LG Energy Solution Wr. I,Biskupice Podg. LG Chem,1.0,602
7,Biskupice Podg. LG Chem,Biskupice Podg. LG Innotek,1.0,602
8,Biskupice Podg. LG Innotek,Biskupice Podg. DSC Poland/Dong Yang,2.0,602
9,Biskupice Podg. DSC Poland/Dong Yang,Biskupice Podg. LG Energy Solution Wr. I,4.0,602
1,LITEWSKA,Inflancka,1.0,251
2,Inflancka,Kowieńska,1.0,251
3,Kowieńska,Żmudzka,1.0,251
4,Żmudzka,Kiełczowska,2.0,251
5,Kiełczowska,Poleska,1.0,251
6,Poleska,Szewczenki,2.0,251
7,Szewczenki,Gorlicka,1.0,251
8,Gorlicka,MULICKA,1.0,251
9,MULICKA,Psie Pole (Rondo Lotników Polskich),1.0,251
10,Psie Pole (Rondo Lotników Polskich),Psie Pole,1.0,251
11,Psie Pole,Zielna,1.0,251
12,Zielna,C.H. Korona,2.0,251
13,C.H. Korona,C.H. Korona,1.0,251
14,C.H. Korona,Brücknera,2.0,251
15,Brücknera,Grudziądzka,1.0,251
16,Grudziądzka,Kromera (Czajkowskiego),2.0,251
17,Kromera (Czajkowskiego),KROMERA,3.0,251
18,KROMERA,Mosty Warszawskie,2.0,251
19,Mosty Warszawskie,Daszyńskiego,1.0,251
20,Daszyńskiego,Nowowiejska,1.0,251
21,Nowowiejska,Jedności Narodowej,1.0,251
22,Jedności Narodowej,Na Szańcach,1.0,251
23,Na Szańcach,pl. Bema,1.0,251
24,pl. Bema,Dubois,4.0,251
25,Dubois,Hala Targowa,4.0,251
26,Hala Targowa,GALERIA DOMINIKAŃSKA,2.0,251
27,GALERIA DOMINIKAŃSKA,Wzgórze Partyzantów,2.0,251
28,Wzgórze Partyzantów,DWORZEC GŁÓWNY,3.0,251
29,DWORZEC GŁÓWNY,DWORZEC GŁÓWNY,1.0,251
30,DWORZEC GŁÓWNY,DWORZEC AUTOBUSOWY,3.0,251
31,DWORZEC AUTOBUSOWY,Dyrekcyjna,2.0,251
32,Dyrekcyjna,Borowska,3.0,251
33,Borowska,PETRUSEWICZA,3.0,251
